timestamp,hypnogram_level,hypnogram_class
1595402534000,4,awake
1595402834000,4,awake
1595403134000,2,light
1595403434000,2,light
1595403734000,2,light
1595404034000,2,light
1595404334000,2,light
1595404634000,2,light
1595404934000,4,awake
1595405234000,4,awake
1595405534000,4,awake
1595405834000,4,awake
1595406134000,4,awake
1595406434000,2,light
1595406734000,2,light
1595407034000,2,light
1595407334000,2,light
1595407634000,2,light
1595407934000,2,light
1595408234000,2,light
1595408534000,2,light
1595408834000,1,deep
1595409134000,1,deep
1595409434000,1,deep
1595409734000,2,light
1595410034000,3,REM
1595410334000,3,REM
1595410634000,3,REM
1595410934000,3,REM
1595411234000,2,light
1595411534000,2,light
1595411834000,2,light
1595412134000,2,light
1595412434000,2,light
1595412734000,1,deep
1595413034000,1,deep
1595413334000,1,deep
1595413634000,1,deep
1595413934000,2,light
1595414234000,2,light
1595414534000,2,light
1595414834000,3,REM
1595415134000,3,REM
1595415434000,3,REM
1595415734000,2,light
1595416034000,2,light
1595416334000,2,light
1595416634000,2,light
1595416934000,2,light
1595417234000,2,light
1595417534000,2,light
1595417834000,2,light
1595418134000,2,light
1595418434000,2,light
1595418734000,2,light
1595419034000,1,deep
1595419334000,1,deep
1595419634000,1,deep
1595419934000,2,light
1595420234000,2,light
1595420534000,2,light
1595420834000,2,light
1595421134000,3,REM
1595421434000,3,REM
1595421734000,3,REM
1595422034000,2,light
1595422334000,2,light
1595422634000,2,light
1595422934000,2,light
1595423234000,2,light
1595423534000,2,light
1595423834000,2,light
1595424134000,2,light
1595424434000,2,light
1595424734000,2,light
1595425034000,2,light
1595425334000,2,light
1595425634000,2,light
1595425934000,1,deep
1595426234000,4,awake
1595426534000,2,light
1595426834000,2,light
1595427134000,2,light
1595427434000,3,REM
1595427734000,3,REM
1595428034000,4,awake
1595428334000,3,REM
1595428634000,3,REM
1595428934000,2,light
1595429234000,2,light
1595429534000,2,light
1595429834000,4,awake
1595505612000,4,awake
1595505912000,4,awake
1595506212000,4,awake
1595506512000,4,awake
1595506812000,4,awake
1595507112000,2,light
1595507412000,2,light
1595507712000,2,light
1595508012000,2,light
1595508312000,1,deep
1595508612000,1,deep
1595508912000,1,deep
1595509212000,1,deep
1595509512000,1,deep
1595509812000,1,deep
1595510112000,1,deep
1595510412000,3,REM
1595510712000,3,REM
1595511012000,3,REM
1595511312000,3,REM
1595511612000,2,light
1595511912000,2,light
1595512212000,2,light
1595512512000,2,light
1595512812000,1,deep
1595513112000,1,deep
1595513412000,2,light
1595513712000,1,deep
1595514012000,2,light
1595514312000,2,light
1595514612000,2,light
1595514912000,2,light
1595515212000,2,light
1595515512000,2,light
1595515812000,2,light
1595516112000,2,light
1595516412000,2,light
1595516712000,2,light
1595517012000,1,deep
1595517312000,1,deep
1595517612000,2,light
1595517912000,2,light
1595518212000,2,light
1595518512000,2,light
1595518812000,2,light
1595519112000,2,light
