timestamp,hypnogram_level,hypnogram_class
1594980511000,4,awake
1594980811000,4,awake
1594981111000,4,awake
1594981411000,2,light
1594981711000,2,light
1594982011000,1,deep
1594982311000,1,deep
1594982611000,1,deep
1594982911000,2,light
1594983211000,2,light
1594983511000,2,light
1594983811000,2,light
1594984111000,2,light
1594984411000,2,light
1594984711000,3,REM
1594985011000,3,REM
1594985311000,4,awake
1594985611000,2,light
1594985911000,2,light
1594986211000,3,REM
1594986511000,3,REM
1594986811000,2,light
1594987111000,2,light
1594987411000,2,light
1594987711000,2,light
1594988011000,2,light
1594988311000,2,light
1594988611000,2,light
1594988911000,2,light
1594989211000,2,light
1594989511000,3,REM
1594989811000,3,REM
1594990111000,2,light
1594990411000,2,light
1594990711000,2,light
1594991011000,2,light
1594991311000,2,light
1594991611000,2,light
1594991911000,2,light
1594992211000,4,awake
1594992511000,4,awake
1594992811000,2,light
1594993111000,1,deep
1594993411000,2,light
1594993711000,2,light
1594994011000,2,light
1594994311000,1,deep
1594994611000,1,deep
1594994911000,1,deep
1594995211000,1,deep
1594995511000,1,deep
1594995811000,2,light
1594996111000,2,light
1594996411000,3,REM
1594996711000,3,REM
1594997011000,3,REM
1594997311000,2,light
1594997611000,2,light
1594997911000,2,light
1594998211000,2,light
1594998511000,2,light
1594998811000,1,deep
1594999111000,1,deep
1594999411000,1,deep
1594999711000,2,light
1595000011000,2,light
1595000311000,2,light
1595000611000,2,light
1595000911000,3,REM
1595001211000,3,REM
1595001511000,4,awake
1595001811000,4,awake
1595002111000,4,awake
1595002411000,2,light
1595002711000,2,light
1595003011000,2,light
1595003311000,2,light
1595003611000,2,light
1595003911000,2,light
1595004211000,2,light
1595004511000,2,light
1595004811000,2,light
1595005111000,1,deep
1595005411000,3,REM
1595005711000,3,REM
1595006011000,3,REM
1595006311000,2,light
1595006611000,4,awake
1595006911000,4,awake
1595007211000,4,awake
1595007511000,4,awake
1595068648000,4,awake
1595068948000,4,awake
1595069248000,4,awake
1595069548000,4,awake
1595069848000,4,awake
1595070148000,2,light
1595070448000,2,light
1595070748000,2,light
1595071048000,2,light
1595071348000,1,deep
1595071648000,1,deep
1595071948000,1,deep
1595072248000,1,deep
1595072548000,1,deep
1595072848000,1,deep
1595073148000,4,awake
1595073448000,3,REM
1595073748000,3,REM
1595074048000,3,REM
1595074348000,2,light
1595074648000,2,light
1595074948000,2,light
1595075248000,2,light
1595075548000,1,deep
1595075848000,2,light
1595076148000,2,light
1595076448000,2,light
1595076748000,1,deep
1595077048000,2,light
1595077348000,2,light
1595077648000,1,deep
1595077948000,2,light
1595078248000,2,light
1595078548000,3,REM
1595078848000,3,REM
1595079148000,3,REM
1595079448000,2,light
1595079748000,2,light
1595080048000,1,deep
1595080348000,1,deep
1595080648000,1,deep
1595080948000,2,light
1595081248000,1,deep
1595081548000,1,deep
1595081848000,1,deep
1595082148000,2,light
1595082448000,2,light
1595082748000,2,light
1595083048000,2,light
1595083348000,3,REM
1595083648000,3,REM
1595083948000,3,REM
1595084248000,3,REM
1595084548000,2,light
1595084848000,2,light
1595085148000,2,light
1595085448000,2,light
1595085748000,2,light
1595086048000,2,light
1595086348000,4,awake
1595086648000,4,awake
1595086948000,4,awake
1595087248000,4,awake
1595087548000,2,light
1595087848000,2,light
1595088148000,2,light
1595088448000,2,light
1595088748000,2,light
1595089048000,2,light
1595089348000,2,light
1595089648000,1,deep
1595089948000,2,light
1595090248000,2,light
1595090548000,2,light
1595090848000,2,light
1595091148000,2,light
1595091448000,2,light
1595091748000,4,awake
1595151391000,4,awake
1595151691000,4,awake
1595151991000,4,awake
1595152291000,4,awake
1595152591000,4,awake
1595152891000,4,awake
1595153191000,2,light
1595153491000,1,deep
1595153791000,4,awake
1595154091000,4,awake
1595154391000,4,awake
1595154691000,3,REM
1595154991000,4,awake
1595155291000,4,awake
1595155591000,2,light
1595155891000,1,deep
1595156191000,1,deep
1595156491000,1,deep
1595156791000,1,deep
1595157091000,1,deep
1595157391000,3,REM
1595157691000,4,awake
1595157991000,4,awake
1595158291000,4,awake
1595158591000,3,REM
1595158891000,3,REM
1595159191000,1,deep
1595159491000,4,awake
1595159791000,4,awake
1595160091000,3,REM
1595160391000,3,REM
1595160691000,3,REM
1595160991000,3,REM
1595161291000,3,REM
1595161591000,3,REM
1595161891000,3,REM
1595162191000,3,REM
1595162491000,3,REM
1595162791000,4,awake
1595163091000,4,awake
1595163391000,2,light
1595163691000,2,light
1595163991000,2,light
1595164291000,2,light
1595164591000,2,light
1595164891000,2,light
1595165191000,2,light
1595165491000,2,light
1595165791000,2,light
1595166091000,2,light
1595166391000,2,light
1595166691000,2,light
1595166991000,2,light
1595167291000,1,deep
1595167591000,1,deep
1595167891000,2,light
1595168191000,3,REM
1595168491000,2,light
1595168791000,2,light
1595169091000,2,light
1595169391000,3,REM
1595169691000,3,REM
1595169991000,3,REM
1595170291000,3,REM
1595170591000,2,light
1595170891000,2,light
1595171191000,2,light
1595171491000,2,light
1595171791000,2,light
1595172091000,2,light
1595172391000,2,light
1595172691000,2,light
1595172991000,2,light
1595173291000,2,light
1595173591000,2,light
1595173891000,2,light
1595174191000,2,light
1595174491000,2,light
1595174791000,3,REM
1595175091000,3,REM
1595175391000,2,light
1595175691000,2,light
1595175991000,2,light
1595176291000,2,light
1595176591000,2,light
1595176891000,2,light
1595177191000,2,light
1595177491000,2,light
1595177791000,2,light
1595178091000,2,light
1595178391000,2,light
1595178691000,2,light
1595178991000,2,light
1595179291000,2,light
1595179591000,3,REM
1595179891000,3,REM
1595180191000,3,REM
1595180491000,3,REM
1595180791000,3,REM
1595181091000,3,REM
1595181391000,3,REM
1595181691000,2,light
1595181991000,3,REM
1595182291000,2,light
1595182591000,4,awake
1595182891000,4,awake
1595183191000,4,awake
1595183491000,2,light
1595183791000,4,awake
1595184091000,2,light
1595184391000,2,light
1595184691000,2,light
1595184991000,2,light
1595185291000,2,light
1595185591000,2,light
1595185891000,2,light
1595186191000,2,light
1595186491000,2,light
1595186791000,2,light
1595187091000,3,REM
1595187391000,2,light
1595187691000,2,light
1595187991000,2,light
1595188291000,2,light
1595188591000,4,awake
1595188891000,4,awake
1595189191000,4,awake
1595189491000,4,awake
1595189791000,2,light
1595190091000,2,light
1595190391000,2,light
1595190691000,2,light
1595190991000,2,light
1595191291000,2,light
1595191591000,4,awake
1595191891000,2,light
1595192191000,2,light
1595192491000,2,light
1595192791000,2,light
1595193091000,2,light
1595193391000,2,light
1595193691000,2,light
1595193991000,2,light
1595194291000,2,light
1595194591000,4,awake
1595194891000,4,awake
1595235449000,4,awake
1595235749000,4,awake
1595236049000,2,light
1595236349000,2,light
1595236649000,2,light
1595236949000,1,deep
1595237249000,1,deep
1595237549000,1,deep
1595237849000,1,deep
1595238149000,2,light
1595238449000,2,light
1595238749000,2,light
1595239049000,1,deep
1595239349000,1,deep
1595239649000,3,REM
1595239949000,2,light
1595240249000,3,REM
1595240549000,3,REM
1595240849000,2,light
1595241149000,2,light
1595241449000,1,deep
1595241749000,2,light
1595242049000,2,light
1595242349000,2,light
1595242649000,2,light
1595242949000,2,light
1595243249000,2,light
1595243549000,1,deep
1595243849000,1,deep
1595244149000,1,deep
1595244449000,2,light
1595244749000,2,light
1595245049000,2,light
1595245349000,2,light
1595245649000,1,deep
1595245949000,3,REM
1595246249000,3,REM
1595246549000,3,REM
1595246849000,4,awake
1595247149000,2,light
1595247449000,2,light
1595247749000,2,light
1595248049000,2,light
1595248349000,2,light
1595248649000,2,light
1595248949000,1,deep
1595249249000,2,light
1595249549000,2,light
1595249849000,1,deep
1595250149000,1,deep
1595250449000,2,light
1595250749000,2,light
1595251049000,2,light
1595251349000,2,light
1595251649000,2,light
1595251949000,2,light
1595252249000,2,light
1595252549000,2,light
1595252849000,3,REM
1595253149000,3,REM
1595253449000,3,REM
1595253749000,2,light
1595254049000,2,light
1595254349000,2,light
1595254649000,2,light
1595254949000,2,light
1595255249000,2,light
1595255549000,2,light
1595255849000,2,light
1595256149000,2,light
1595256449000,2,light
1595256749000,2,light
1595257049000,2,light
1595257349000,2,light
1595257649000,2,light
1595257949000,2,light
1595258249000,2,light
1595258549000,3,REM
1595258849000,3,REM
1595259149000,4,awake
1595259449000,4,awake
1595259749000,4,awake
1595260049000,4,awake
1595260349000,4,awake
1595260649000,2,light
1595260949000,2,light
1595261249000,2,light
1595261549000,2,light
1595261849000,2,light
1595262149000,2,light
1595262449000,2,light
1595262749000,4,awake
1595263049000,4,awake
1595263349000,4,awake
1595263649000,4,awake
1595322032000,4,awake
1595322332000,4,awake
1595322632000,2,light
1595322932000,2,light
1595323232000,4,awake
1595323532000,4,awake
1595323832000,2,light
1595324132000,2,light
1595324432000,2,light
1595324732000,2,light
1595325032000,1,deep
1595325332000,1,deep
1595325632000,1,deep
1595325932000,1,deep
1595326232000,4,awake
1595326532000,4,awake
1595326832000,4,awake
1595327132000,2,light
1595327432000,1,deep
1595327732000,1,deep
1595328032000,1,deep
1595328332000,1,deep
1595328632000,1,deep
1595328932000,1,deep
1595329232000,1,deep
1595329532000,1,deep
1595329832000,1,deep
1595330132000,1,deep
1595330432000,1,deep
1595330732000,4,awake
1595331032000,3,REM
1595331332000,3,REM
1595331632000,2,light
1595331932000,2,light
1595332232000,2,light
1595332532000,2,light
1595332832000,2,light
1595333132000,2,light
1595333432000,2,light
1595333732000,2,light
1595334032000,2,light
1595334332000,2,light
1595334632000,2,light
1595334932000,2,light
1595335232000,2,light
1595335532000,2,light
1595335832000,2,light
1595336132000,1,deep
1595336432000,4,awake
1595336732000,4,awake
1595337032000,2,light
1595337332000,2,light
1595337632000,2,light
1595337932000,2,light
1595338232000,2,light
1595338532000,2,light
1595338832000,2,light
1595339132000,2,light
1595339432000,2,light
1595339732000,2,light
1595340032000,2,light
1595340332000,2,light
1595340632000,3,REM
1595340932000,3,REM
1595341232000,2,light
1595341532000,2,light
1595341832000,2,light
1595342132000,2,light
1595342432000,2,light
1595342732000,2,light
1595343032000,2,light
1595343332000,3,REM
1595343632000,3,REM
1595343932000,3,REM
1595344232000,3,REM
1595344532000,3,REM
1595344832000,2,light
1595345132000,2,light
1595345432000,2,light
1595345732000,1,deep
1595346032000,1,deep
1595346332000,1,deep
1595346632000,2,light
1595346932000,2,light
1595347232000,2,light
1595347532000,2,light
1595347832000,4,awake
1595348132000,2,light
1595348432000,2,light
1595348732000,2,light
1595349032000,2,light
1595349332000,2,light
1595349632000,4,awake
1595349932000,4,awake
1595408729000,4,awake
1595409029000,4,awake
1595409329000,4,awake
1595409629000,4,awake
1595409929000,1,deep
1595410229000,1,deep
1595410529000,1,deep
1595410829000,1,deep
1595411129000,1,deep
1595411429000,2,light
1595411729000,2,light
1595412029000,4,awake
1595412329000,2,light
1595412629000,1,deep
1595412929000,1,deep
1595413229000,1,deep
1595413529000,1,deep
1595413829000,1,deep
1595414129000,1,deep
1595414429000,4,awake
1595414729000,3,REM
1595415029000,2,light
1595415329000,2,light
1595415629000,1,deep
1595415929000,2,light
1595416229000,2,light
1595416529000,1,deep
1595416829000,1,deep
1595417129000,2,light
1595417429000,1,deep
1595417729000,1,deep
1595418029000,1,deep
1595418329000,1,deep
1595418629000,2,light
1595418929000,3,REM
1595419229000,3,REM
1595419529000,3,REM
1595419829000,3,REM
1595420129000,2,light
1595420429000,2,light
1595420729000,2,light
1595421029000,1,deep
1595421329000,1,deep
1595421629000,1,deep
1595421929000,1,deep
