timestamp,hypnogram_level,hypnogram_class
1595664228000,4,awake
1595664528000,4,awake
1595664828000,2,light
1595665128000,2,light
1595665428000,2,light
1595665728000,1,deep
1595666028000,1,deep
1595666328000,1,deep
1595666628000,1,deep
1595666928000,1,deep
1595667228000,1,deep
1595667528000,1,deep
1595667828000,1,deep
1595668128000,1,deep
1595668428000,1,deep
1595668728000,2,light
1595669028000,2,light
1595669328000,2,light
1595669628000,3,REM
1595669928000,2,light
1595670228000,2,light
1595670528000,1,deep
1595670828000,1,deep
1595671128000,1,deep
1595671428000,2,light
1595671728000,1,deep
1595672028000,1,deep
1595672328000,1,deep
1595672628000,1,deep
1595672928000,2,light
1595673228000,1,deep
1595673528000,1,deep
1595673828000,2,light
1595674128000,2,light
1595674428000,2,light
1595674728000,3,REM
1595675028000,3,REM
1595675328000,3,REM
1595675628000,3,REM
1595675928000,4,awake
1595676228000,2,light
1595676528000,2,light
1595676828000,2,light
1595677128000,2,light
1595677428000,2,light
1595677728000,2,light
1595678028000,2,light
1595678328000,1,deep
1595678628000,1,deep
1595678928000,1,deep
1595679228000,1,deep
1595679528000,1,deep
1595679828000,1,deep
1595680128000,1,deep
1595680428000,1,deep
1595680728000,2,light
1595681028000,2,light
1595681328000,3,REM
1595681628000,2,light
1595681928000,3,REM
1595682228000,3,REM
1595682528000,2,light
1595682828000,2,light
1595683128000,2,light
1595683428000,1,deep
1595683728000,1,deep
1595684028000,2,light
1595684328000,2,light
1595684628000,3,REM
1595684928000,2,light
1595685228000,2,light
1595685528000,2,light
1595685828000,3,REM
1595686128000,3,REM
1595686428000,2,light
1595686728000,2,light
1595687028000,2,light
1595687328000,3,REM
1595687628000,4,awake
1595687928000,2,light
1595688228000,2,light
1595688528000,4,awake
1595688828000,4,awake
1595689128000,4,awake
1595689428000,4,awake
1595689728000,4,awake
1595690028000,2,light
1595690328000,2,light
1595690628000,2,light
1595690928000,2,light
1595691228000,4,awake
1595691528000,4,awake
1595691828000,4,awake
1595747085000,4,awake
1595747385000,4,awake
1595747685000,2,light
1595747985000,1,deep
1595748285000,1,deep
1595748585000,1,deep
1595748885000,1,deep
1595749185000,1,deep
1595749485000,1,deep
1595749785000,1,deep
1595750085000,1,deep
1595750385000,1,deep
1595750685000,1,deep
1595750985000,2,light
1595751285000,2,light
1595751585000,2,light
1595751885000,2,light
1595752185000,2,light
1595752485000,2,light
1595752785000,2,light
1595753085000,2,light
1595753385000,2,light
1595753685000,2,light
1595753985000,1,deep
1595754285000,1,deep
1595754585000,1,deep
1595754885000,1,deep
1595755185000,1,deep
1595755485000,1,deep
1595755785000,1,deep
1595756085000,1,deep
1595756385000,1,deep
1595756685000,1,deep
1595756985000,1,deep
1595757285000,2,light
1595757585000,3,REM
1595757885000,3,REM
1595758185000,2,light
1595758485000,2,light
1595758785000,2,light
1595759085000,2,light
1595759385000,3,REM
1595759685000,2,light
1595759985000,2,light
1595760285000,2,light
1595760585000,1,deep
1595760885000,1,deep
1595761185000,1,deep
1595761485000,1,deep
1595761785000,1,deep
1595762085000,2,light
1595762385000,2,light
1595762685000,1,deep
1595762985000,1,deep
1595763285000,2,light
1595763585000,2,light
1595763885000,2,light
1595764185000,2,light
1595764485000,2,light
1595764785000,2,light
1595765085000,2,light
1595765385000,2,light
1595765685000,2,light
1595765985000,3,REM
1595766285000,3,REM
1595766585000,4,awake
1595766885000,2,light
1595767185000,2,light
1595767485000,2,light
1595767785000,1,deep
1595768085000,1,deep
1595768385000,1,deep
1595768685000,1,deep
1595768985000,2,light
1595769285000,2,light
1595769585000,1,deep
1595769885000,1,deep
1595770185000,2,light
1595770485000,2,light
1595770785000,3,REM
1595771085000,3,REM
1595771385000,3,REM
1595771685000,3,REM
1595771985000,4,awake
1595772285000,4,awake
1595772585000,2,light
1595772885000,2,light
1595773185000,2,light
1595773485000,2,light
1595773785000,2,light
1595774085000,2,light
1595774385000,2,light
1595774685000,2,light
1595774985000,1,deep
1595775285000,1,deep
1595775585000,1,deep
1595775885000,2,light
1595776185000,2,light
1595776485000,2,light
1595776785000,2,light
1595777085000,2,light
1595777385000,2,light
1595777685000,2,light
1595777985000,2,light
1595778285000,2,light
1595778585000,3,REM
1595778885000,2,light
1595779185000,4,awake
1595779485000,4,awake
1595779785000,4,awake
1595780085000,4,awake
1595780385000,4,awake
1595780685000,4,awake
1595780985000,4,awake
1595781285000,4,awake
1595781585000,4,awake
1595781885000,4,awake
1595782185000,4,awake
1595782485000,4,awake
1595832039000,4,awake
1595832339000,2,light
1595832639000,1,deep
1595832939000,1,deep
1595833239000,1,deep
1595833539000,1,deep
1595833839000,1,deep
1595834139000,1,deep
1595834439000,1,deep
1595834739000,1,deep
1595835039000,1,deep
1595835339000,2,light
1595835639000,2,light
1595835939000,2,light
1595836239000,2,light
1595836539000,2,light
1595836839000,1,deep
1595837139000,1,deep
1595837439000,1,deep
1595837739000,1,deep
1595838039000,1,deep
1595838339000,1,deep
1595838639000,1,deep
1595838939000,2,light
1595839239000,2,light
1595839539000,1,deep
1595839839000,1,deep
1595840139000,2,light
1595840439000,4,awake
1595840739000,4,awake
1595841039000,2,light
1595841339000,2,light
1595841639000,2,light
1595841939000,2,light
1595842239000,2,light
1595842539000,1,deep
1595842839000,1,deep
1595843139000,1,deep
1595843439000,2,light
1595843739000,1,deep
1595844039000,1,deep
1595844339000,1,deep
1595844639000,3,REM
1595844939000,2,light
1595845239000,2,light
1595845539000,2,light
1595845839000,2,light
1595846139000,4,awake
1595846439000,4,awake
1595846739000,4,awake
1595847039000,2,light
1595847339000,2,light
1595847639000,2,light
1595847939000,2,light
1595848239000,2,light
1595848539000,2,light
1595848839000,2,light
1595849139000,2,light
1595849439000,1,deep
1595849739000,1,deep
1595850039000,1,deep
1595850339000,1,deep
1595850639000,1,deep
1595850939000,1,deep
1595851239000,1,deep
1595851539000,1,deep
1595851839000,1,deep
1595852139000,3,REM
1595852439000,3,REM
1595852739000,4,awake
1595853039000,4,awake
1595853339000,3,REM
1595853639000,4,awake
1595853939000,4,awake
1595854239000,4,awake
1595854539000,4,awake
1595854839000,4,awake
1595918364000,4,awake
1595918664000,4,awake
1595918964000,4,awake
1595919264000,2,light
1595919564000,1,deep
1595919864000,1,deep
1595920164000,1,deep
1595920464000,1,deep
1595920764000,1,deep
1595921064000,1,deep
1595921364000,1,deep
1595921664000,1,deep
1595921964000,1,deep
1595922264000,1,deep
1595922564000,2,light
1595922864000,2,light
1595923164000,2,light
1595923464000,2,light
1595923764000,2,light
1595924064000,2,light
1595924364000,1,deep
1595924664000,1,deep
1595924964000,1,deep
1595925264000,1,deep
1595925564000,1,deep
1595925864000,1,deep
1595926164000,1,deep
1595926464000,1,deep
1595926764000,1,deep
1595927064000,1,deep
1595927364000,1,deep
1595927664000,1,deep
1595927964000,3,REM
1595928264000,3,REM
1595928564000,2,light
1595928864000,2,light
1595929164000,2,light
1595929464000,2,light
1595929764000,2,light
1595930064000,2,light
1595930364000,2,light
1595930664000,2,light
1595930964000,2,light
1595931264000,2,light
1595931564000,2,light
1595931864000,2,light
1595932164000,2,light
1595932464000,2,light
1595932764000,2,light
1595933064000,1,deep
1595933364000,1,deep
1595933664000,1,deep
1595933964000,2,light
1595934264000,2,light
1595934564000,2,light
1595934864000,2,light
1595935164000,2,light
1595935464000,3,REM
1595935764000,3,REM
