timestamp,hypnogram_level,hypnogram_class
1580296561000,4,awake
1580296861000,4,awake
1580297161000,2,light
1580297461000,1,deep
1580297761000,1,deep
1580298061000,1,deep
1580298361000,1,deep
1580298661000,1,deep
1580298961000,1,deep
1580299261000,1,deep
1580299561000,1,deep
1580299861000,1,deep
1580300161000,1,deep
1580300461000,1,deep
1580300761000,1,deep
1580301061000,3,REM
1580301361000,2,light
1580301661000,2,light
1580301961000,2,light
1580302261000,1,deep
1580302561000,1,deep
1580302861000,1,deep
1580303161000,1,deep
1580303461000,1,deep
1580303761000,2,light
1580304061000,2,light
1580304361000,2,light
1580304661000,4,awake
1580304961000,4,awake
1580305261000,2,light
1580305561000,2,light
1580305861000,2,light
1580306161000,4,awake
1580306461000,4,awake
1580306761000,4,awake
1580307061000,2,light
1580307361000,2,light
1580307661000,2,light
1580307961000,2,light
1580308261000,1,deep
1580308561000,1,deep
1580308861000,2,light
1580309161000,2,light
1580309461000,2,light
1580309761000,2,light
1580310061000,2,light
1580310361000,3,REM
1580310661000,3,REM
1580310961000,4,awake
1580311261000,4,awake
1580311561000,2,light
1580311861000,1,deep
1580312161000,1,deep
1580312461000,3,REM
1580312761000,4,awake
1580313061000,4,awake
1580313361000,2,light
1580313661000,2,light
1580313961000,2,light
1580314261000,2,light
1580314561000,2,light
1580314861000,2,light
1580315161000,2,light
1580315461000,2,light
1580315761000,2,light
1580316061000,2,light
1580316361000,2,light
1580316661000,3,REM
1580316961000,3,REM
1580317261000,2,light
1580317561000,4,awake
1580317861000,4,awake
1580371021000,4,awake
1580371321000,2,light
1580371621000,2,light
1580371921000,1,deep
1580372221000,1,deep
1580372521000,1,deep
1580372821000,1,deep
1580373121000,1,deep
1580373421000,1,deep
1580373721000,1,deep
1580374021000,1,deep
1580374321000,1,deep
1580374621000,1,deep
1580374921000,1,deep
1580375221000,1,deep
1580375521000,1,deep
1580375821000,4,awake
1580376121000,4,awake
1580376421000,4,awake
1580376721000,2,light
1580377021000,2,light
1580377321000,1,deep
1580377621000,1,deep
1580377921000,1,deep
1580378221000,1,deep
1580378521000,1,deep
1580378821000,1,deep
1580379121000,1,deep
1580379421000,1,deep
1580379721000,2,light
1580380021000,1,deep
1580380321000,1,deep
1580380621000,3,REM
1580380921000,4,awake
1580381221000,4,awake
1580381521000,2,light
1580381821000,2,light
1580382121000,2,light
1580382421000,2,light
1580382721000,1,deep
1580383021000,1,deep
1580383321000,1,deep
1580383621000,1,deep
1580383921000,1,deep
1580384221000,2,light
1580384521000,2,light
1580384821000,2,light
1580385121000,3,REM
1580385421000,4,awake
1580385721000,4,awake
1580386021000,4,awake
1580386321000,2,light
1580386621000,2,light
1580386921000,1,deep
1580387221000,1,deep
1580387521000,1,deep
1580387821000,1,deep
1580388121000,1,deep
1580388421000,2,light
1580388721000,2,light
1580389021000,2,light
1580389321000,2,light
1580389621000,2,light
1580389921000,3,REM
1580390221000,4,awake
1580390521000,2,light
1580390821000,2,light
1580391121000,2,light
1580391421000,2,light
