timestamp,hypnogram_level,hypnogram_class
1595068068000,4,awake
1595068368000,2,light
1595068668000,1,deep
1595068968000,1,deep
1595069268000,1,deep
1595069568000,2,light
1595069868000,1,deep
1595070168000,1,deep
1595070468000,4,awake
1595070768000,2,light
1595071068000,1,deep
1595071368000,2,light
1595071668000,2,light
1595071968000,2,light
1595072268000,1,deep
1595072568000,1,deep
1595072868000,2,light
1595073168000,1,deep
1595073468000,1,deep
1595073768000,1,deep
1595074068000,2,light
1595074368000,2,light
1595074668000,3,REM
1595074968000,1,deep
1595075268000,1,deep
1595075568000,2,light
1595075868000,2,light
1595076168000,1,deep
1595076468000,1,deep
1595076768000,2,light
1595077068000,1,deep
1595077368000,2,light
1595077668000,2,light
1595077968000,1,deep
1595078268000,1,deep
1595078568000,1,deep
1595078868000,2,light
1595079168000,2,light
1595079468000,1,deep
1595079768000,1,deep
1595080068000,1,deep
1595080368000,1,deep
1595080668000,1,deep
1595080968000,1,deep
1595081268000,3,REM
1595081568000,3,REM
1595081868000,2,light
1595082168000,2,light
1595082468000,2,light
1595082768000,2,light
1595083068000,2,light
1595083368000,2,light
1595083668000,2,light
1595083968000,1,deep
1595084268000,2,light
1595084568000,2,light
1595084868000,2,light
1595085168000,2,light
1595085468000,2,light
1595085768000,2,light
1595086068000,2,light
1595086368000,2,light
1595086668000,2,light
1595086968000,2,light
1595087268000,2,light
1595087568000,3,REM
1595087868000,3,REM
1595088168000,3,REM
1595088468000,3,REM
1595088768000,3,REM
1595089068000,2,light
1595089368000,2,light
1595089668000,2,light
1595089968000,2,light
1595090268000,2,light
1595090568000,2,light
1595090868000,2,light
1595091168000,2,light
1595091468000,2,light
1595091768000,2,light
1595092068000,2,light
1595092368000,2,light
1595092668000,2,light
1595092968000,2,light
1595093268000,2,light
1595093568000,3,REM
1595093868000,4,awake
1595094168000,4,awake
1595094468000,2,light
1595094768000,2,light
1595095068000,3,REM
1595095368000,3,REM
1595095668000,3,REM
1595095968000,2,light
1595096268000,3,REM
1595096568000,3,REM
1595096868000,3,REM
1595097168000,3,REM
1595097468000,3,REM
1595097768000,4,awake
1595098068000,4,awake
1595098368000,2,light
1595098668000,4,awake
1595098968000,4,awake
1595099268000,4,awake
1595099568000,4,awake
1595099868000,4,awake
1595100168000,3,REM
1595100468000,2,light
1595100768000,2,light
1595101068000,4,awake
1595101368000,4,awake
1595101668000,4,awake
1595101968000,4,awake
1595102268000,3,REM
1595102568000,4,awake
1595102868000,4,awake
1595103168000,4,awake
1595103468000,4,awake
1595103768000,4,awake
1595104068000,4,awake
1595156910000,4,awake
1595157210000,2,light
1595157510000,2,light
1595157810000,2,light
1595158110000,1,deep
1595158410000,1,deep
1595158710000,1,deep
1595159010000,2,light
1595159310000,1,deep
1595159610000,1,deep
1595159910000,1,deep
1595160210000,1,deep
1595160510000,1,deep
1595160810000,2,light
1595161110000,2,light
1595161410000,4,awake
1595161710000,2,light
1595162010000,2,light
1595162310000,2,light
1595162610000,2,light
1595162910000,2,light
1595163210000,2,light
1595163510000,1,deep
1595163810000,1,deep
1595164110000,2,light
1595164410000,2,light
1595164710000,2,light
1595165010000,2,light
1595165310000,1,deep
1595165610000,1,deep
1595165910000,2,light
1595166210000,2,light
1595166510000,2,light
1595166810000,2,light
1595167110000,4,awake
1595167410000,4,awake
1595167710000,3,REM
1595168010000,3,REM
1595168310000,2,light
1595168610000,2,light
