timestamp,hypnogram_level,hypnogram_class
1595661998000,2,light
1595662298000,2,light
1595662598000,1,deep
1595662898000,1,deep
1595663198000,1,deep
1595663498000,1,deep
1595663798000,1,deep
1595664098000,1,deep
1595664398000,1,deep
1595664698000,1,deep
1595664998000,2,light
1595665298000,2,light
1595665598000,1,deep
1595665898000,2,light
1595666198000,2,light
1595666498000,2,light
1595666798000,2,light
1595667098000,2,light
1595667398000,1,deep
1595667698000,1,deep
1595667998000,1,deep
1595668298000,1,deep
1595668598000,1,deep
1595668898000,2,light
1595669198000,1,deep
1595669498000,1,deep
1595669798000,1,deep
1595670098000,1,deep
1595670398000,4,awake
1595670698000,3,REM
1595670998000,2,light
1595671298000,2,light
1595671598000,2,light
1595671898000,2,light
1595672198000,1,deep
1595672498000,1,deep
1595672798000,1,deep
1595673098000,1,deep
1595673398000,1,deep
1595673698000,2,light
1595673998000,2,light
1595674298000,4,awake
1595674598000,4,awake
1595674898000,4,awake
1595675198000,3,REM
1595675498000,4,awake
1595675798000,2,light
1595676098000,2,light
1595676398000,2,light
1595676698000,2,light
1595676998000,2,light
1595677298000,2,light
1595677598000,2,light
1595677898000,2,light
1595678198000,2,light
1595678498000,1,deep
1595678798000,1,deep
1595679098000,1,deep
1595679398000,1,deep
1595679698000,4,awake
1595679998000,4,awake
1595680298000,4,awake
1595680598000,4,awake
1595680898000,4,awake
1595681198000,4,awake
1595681498000,4,awake
1595681798000,2,light
1595682098000,2,light
1595682398000,2,light
1595682698000,3,REM
1595682998000,3,REM
1595683298000,2,light
1595683598000,2,light
1595683898000,2,light
1595684198000,2,light
1595684498000,2,light
1595684798000,1,deep
1595685098000,2,light
1595685398000,2,light
1595685698000,2,light
1595685998000,4,awake
1595686298000,4,awake
1595686598000,4,awake
1595686898000,4,awake
1595687198000,4,awake
1595687498000,2,light
1595687798000,2,light
1595688098000,2,light
1595688398000,2,light
1595688698000,3,REM
1595688998000,3,REM
1595689298000,2,light
1595689598000,2,light
1595689898000,2,light
1595690198000,2,light
1595690498000,2,light
1595690798000,2,light
1595691098000,1,deep
1595691398000,1,deep
1595691698000,3,REM
1595691998000,4,awake
1595692298000,4,awake
1595692598000,3,REM
1595692898000,3,REM
1595693198000,4,awake
1595693498000,2,light
1595693798000,2,light
1595694098000,3,REM
1595694398000,4,awake
1595694698000,4,awake
1595751234000,4,awake
1595751534000,2,light
1595751834000,2,light
1595752134000,2,light
1595752434000,1,deep
1595752734000,4,awake
1595753034000,4,awake
1595753334000,1,deep
1595753634000,2,light
1595753934000,2,light
1595754234000,2,light
1595754534000,2,light
1595754834000,2,light
1595755134000,2,light
1595755434000,2,light
1595755734000,1,deep
1595756034000,3,REM
1595756334000,2,light
1595756634000,2,light
1595756934000,2,light
1595757234000,2,light
1595757534000,1,deep
1595757834000,1,deep
1595758134000,1,deep
1595758434000,2,light
1595758734000,2,light
1595759034000,3,REM
1595759334000,4,awake
1595759634000,4,awake
1595759934000,4,awake
1595760234000,1,deep
1595760534000,1,deep
1595760834000,4,awake
1595761134000,4,awake
1595761434000,3,REM
1595761734000,1,deep
1595762034000,2,light
1595762334000,2,light
1595762634000,2,light
1595762934000,4,awake
1595763234000,4,awake
1595763534000,2,light
1595763834000,2,light
1595764134000,1,deep
1595764434000,1,deep
1595764734000,1,deep
1595765034000,1,deep
1595765334000,1,deep
1595765634000,1,deep
1595765934000,4,awake
1595766234000,2,light
1595766534000,2,light
1595766834000,2,light
1595767134000,2,light
1595767434000,2,light
1595767734000,2,light
1595768034000,2,light
1595768334000,2,light
1595768634000,2,light
1595768934000,3,REM
1595769234000,2,light
1595769534000,2,light
1595769834000,2,light
1595770134000,2,light
1595770434000,3,REM
1595770734000,2,light
1595771034000,2,light
1595771334000,1,deep
1595771634000,1,deep
1595771934000,1,deep
1595772234000,1,deep
1595772534000,1,deep
1595772834000,1,deep
1595773134000,1,deep
1595773434000,1,deep
1595773734000,1,deep
1595774034000,2,light
1595774334000,2,light
1595774634000,4,awake
1595774934000,2,light
1595775234000,2,light
1595775534000,2,light
1595775834000,2,light
1595776134000,2,light
1595776434000,2,light
1595776734000,2,light
1595777034000,1,deep
1595777334000,1,deep
1595777634000,3,REM
1595777934000,3,REM
1595778234000,3,REM
1595778534000,4,awake
1595837942000,2,light
1595838242000,2,light
1595838542000,1,deep
1595838842000,1,deep
1595839142000,1,deep
1595839442000,1,deep
1595839742000,1,deep
1595840042000,1,deep
1595840342000,1,deep
1595840642000,2,light
1595840942000,2,light
1595841242000,2,light
1595841542000,2,light
1595841842000,2,light
1595842142000,1,deep
1595842442000,1,deep
1595842742000,1,deep
1595843042000,2,light
1595843342000,2,light
1595843642000,2,light
1595843942000,2,light
1595844242000,2,light
1595844542000,1,deep
1595844842000,1,deep
1595845142000,1,deep
1595845442000,1,deep
1595845742000,1,deep
1595846042000,1,deep
1595846342000,1,deep
1595846642000,1,deep
1595846942000,1,deep
1595847242000,1,deep
1595847542000,1,deep
1595847842000,1,deep
1595848142000,3,REM
1595848442000,3,REM
1595848742000,2,light
1595849042000,2,light
1595849342000,2,light
1595849642000,2,light
1595849942000,4,awake
1595850242000,3,REM
1595850542000,3,REM
1595850842000,3,REM
1595851142000,2,light
1595851442000,2,light
1595851742000,2,light
1595852042000,1,deep
1595852342000,2,light
1595852642000,1,deep
1595852942000,1,deep
1595853242000,2,light
1595853542000,2,light
1595853842000,2,light
1595854142000,2,light
1595854442000,2,light
1595854742000,2,light
1595855042000,2,light
1595855342000,4,awake
1595855642000,4,awake
1595855942000,4,awake
1595856242000,3,REM
1595856542000,3,REM
1595856842000,3,REM
1595857142000,3,REM
1595857442000,3,REM
1595857742000,3,REM
1595858042000,4,awake
1595858342000,2,light
1595858642000,4,awake
1595858942000,4,awake
1595859242000,2,light
1595859542000,2,light
1595859842000,3,REM
1595860142000,3,REM
1595860442000,1,deep
1595860742000,4,awake
1595861042000,4,awake
1595861342000,2,light
1595861642000,2,light
1595861942000,4,awake
1595862242000,4,awake
1595862542000,4,awake
1595862842000,4,awake
1595863142000,4,awake
1595863442000,4,awake
1595863742000,3,REM
1595864042000,3,REM
1595864342000,3,REM
1595864642000,3,REM
1595864942000,3,REM
1595865242000,4,awake
1595865542000,2,light
1595865842000,2,light
1595866142000,2,light
1595866442000,2,light
1595866742000,2,light
1595867042000,3,REM
1595867342000,3,REM
1595867642000,3,REM
1595867942000,3,REM
1595868242000,3,REM
1595868542000,2,light
1595868842000,2,light
1595869142000,2,light
1595869442000,2,light
1595869742000,2,light
1595870042000,1,deep
1595870342000,1,deep
1595870642000,2,light
1595870942000,2,light
1595871242000,3,REM
1595871542000,3,REM
1595871842000,3,REM
1595872142000,2,light
1595872442000,2,light
1595872742000,4,awake
1595921458000,4,awake
1595921758000,4,awake
1595922058000,4,awake
1595922358000,4,awake
1595922658000,1,deep
1595922958000,1,deep
1595923258000,1,deep
1595923558000,4,awake
1595923858000,4,awake
1595924158000,4,awake
1595924458000,4,awake
1595924758000,4,awake
1595925058000,4,awake
1595925358000,4,awake
1595925658000,4,awake
1595925958000,2,light
1595926258000,2,light
1595926558000,2,light
1595926858000,2,light
1595927158000,2,light
1595927458000,2,light
1595927758000,2,light
1595928058000,2,light
1595928358000,1,deep
1595928658000,4,awake
1595928958000,2,light
1595929258000,2,light
1595929558000,2,light
1595929858000,1,deep
1595930158000,2,light
1595930458000,4,awake
